,IQ,CGPA,Academic_Performance,Communication_Skills,Projects_Completed,Placement
3110,82,5.33,2,7,5,0
8952,85,5.58,8,8,3,0
7609,99,7.02,7,7,2,0
5135,100,5.87,8,10,1,0
3016,77,8.64,7,4,1,0
2302,94,9.75,2,5,3,0
2004,71,5.55,7,3,3,0
4580,103,9.02,4,10,4,1
8704,126,5.02,3,1,4,0
1005,105,6.92,2,8,2,0
5138,89,5.86,1,6,3,0
4317,116,5.39,9,10,2,1
6558,110,7.56,4,10,0,0
4387,78,4.98,8,5,1,0
2132,110,9.84,6,5,4,0
4265,107,4.74,5,3,0,0
2057,113,8.8,3,5,0,0
5386,120,5.88,8,7,1,0
229,110,9.16,10,8,1,0
2889,105,9.3,5,8,5,1
4472,119,8.56,2,2,4,1
6064,102,7.72,3,10,3,0
7924,95,7.22,7,7,0,0
7649,84,8.31,4,9,3,1
8381,104,5.17,10,7,1,0
209,157,8.53,4,3,0,0
2758,83,7.6,4,8,0,0
8471,123,5.28,7,8,2,1
2948,97,7.34,8,3,4,0
7116,126,7.31,4,8,4,1
6330,119,6.56,5,3,0,0
1728,105,9.27,7,8,5,1
4176,99,8.4,1,3,1,0
337,95,8.04,5,1,4,0
4984,108,7.78,7,8,2,0
6878,95,7.76,8,6,4,0
7248,71,6.96,8,6,5,0
8452,86,7.51,9,3,4,0
1226,100,7.47,7,1,4,0
7608,94,6.17,7,5,4,0
6827,99,6.13,10,6,1,0
3540,104,8.13,6,7,2,0
5868,90,5.86,8,8,2,0
2111,97,9.33,7,5,0,0
2691,96,6.32,7,5,1,0
7153,109,7.16,1,4,1,0
3707,120,5.93,3,9,0,0
1017,92,5.68,10,9,4,0
8511,108,6.77,10,7,2,0
2807,87,5.71,2,5,4,0
5015,92,6.02,3,3,4,0
1928,116,9.68,5,1,5,1
350,104,6.77,7,2,1,0
5173,85,5.46,2,4,5,0
4192,119,7.5,10,2,2,0
1934,139,5.47,4,5,1,0
6901,100,7.56,4,7,0,0
4823,99,5.42,2,8,1,0
564,118,9.14,9,2,4,1
1582,84,5.57,7,3,4,0
4694,97,9.13,3,10,4,1
2175,131,8.03,10,2,1,0
7028,82,8.57,10,9,5,1
4880,114,9.34,9,4,3,1
2228,72,7.76,9,5,1,0
1115,105,6.63,3,4,4,0
3126,71,5.63,9,4,4,0
3544,120,7.31,3,3,0,0
5048,116,7.06,6,10,0,0
7476,66,8.48,5,9,1,0
821,121,7.33,4,4,3,0
6532,123,5.29,5,6,4,0
2272,89,7.05,1,7,5,0
5545,74,7.68,9,4,5,0
81,105,6.69,7,2,5,0
1323,107,7.88,7,9,1,0
9405,127,5.47,10,8,4,1
1614,97,8.56,1,6,2,0
831,86,8.52,3,10,0,0
3883,86,6.85,6,4,2,0
8641,88,9.09,5,8,3,1
4464,91,8.41,8,8,3,1
5339,111,10.1,8,9,5,1
8066,117,6.97,6,6,4,0
1649,138,4.86,1,4,3,0
4065,90,8.5,2,10,0,0
9665,119,9.26,1,1,1,0
3038,85,7.2,2,7,5,0
3320,102,9.21,10,2,3,0
7143,74,9.7,1,9,4,1
6889,98,5.56,7,2,5,0
5092,79,8.34,6,1,1,0
3720,114,7.19,9,6,2,0
2423,99,8.59,6,2,5,0
749,78,10.26,4,4,2,0
5271,138,9.16,6,4,0,0
2373,107,5.21,2,1,2,0
4693,107,5.78,3,5,3,0
9879,125,7.29,10,6,3,0
8370,94,9.11,10,1,1,0
7319,72,8.54,6,7,2,0
4368,89,5.47,3,2,4,0
6785,93,6.72,3,7,5,0
7401,108,8.45,1,6,3,0
1139,110,6.01,7,5,3,0
7631,87,5.36,5,4,5,0
2231,111,6.65,8,2,5,0
2164,123,9.42,10,9,3,1
5217,92,7.47,4,8,5,0
9444,121,7.36,4,10,2,1
9237,74,7.95,3,4,1,0
4561,125,5.96,9,7,2,0
1570,111,8.0,3,4,0,0
172,98,9.74,5,5,3,0
7163,79,6.8,2,5,1,0
2087,97,9.07,5,4,2,0
4667,124,9.59,5,4,4,1
4565,91,8.44,8,7,0,0
7089,112,7.34,5,9,3,1
6569,119,5.59,3,6,4,0
4783,85,5.6,4,4,3,0
2684,105,8.39,5,6,1,0
1832,114,8.46,10,5,1,0
8546,101,7.61,2,10,0,0
5065,96,7.06,1,2,1,0
9130,118,8.11,7,2,5,1
9355,107,9.29,10,5,3,0
4412,84,7.76,3,10,5,0
7207,122,6.34,5,3,5,0
9890,118,6.78,9,2,4,0
834,99,6.05,4,7,1,0
6821,127,6.13,8,1,3,0
3781,95,7.49,6,9,5,0
9012,62,8.22,10,1,4,0
7499,97,9.39,3,2,5,0
3424,73,8.48,9,1,1,0
65,120,5.58,2,7,4,0
2963,84,7.33,9,10,3,0
5669,120,6.23,3,8,1,0
8962,103,8.72,4,10,0,0
354,99,9.55,10,2,2,0
8171,118,7.83,2,10,2,1
4030,112,7.9,8,3,5,0
8534,118,9.81,2,6,3,1
3651,108,8.31,1,8,4,1
6739,84,6.96,8,1,4,0
3297,85,7.24,1,10,3,0
4127,126,5.49,2,1,3,0
8043,114,5.84,4,2,1,0
4767,96,7.24,5,10,2,0
472,77,9.53,3,5,0,0
3761,99,7.97,6,1,0,0
8617,110,9.8,4,3,0,0
3566,103,9.03,7,3,1,0
2760,109,9.17,3,5,3,0
868,109,6.6,9,5,0,0
9382,81,9.19,6,1,1,0
8688,130,8.48,2,5,1,0
4052,106,6.99,9,6,4,0
6130,104,8.92,6,8,5,1
3244,97,8.64,4,2,3,0
4842,110,5.58,4,4,4,0
9330,121,8.51,2,6,4,1
5640,111,7.59,2,8,4,1
5780,81,5.95,4,1,4,0
8540,95,5.54,7,7,0,0
1075,92,7.99,1,8,4,0
2957,96,6.27,3,10,3,0
6752,96,9.78,8,10,3,1
8657,124,7.73,3,9,4,1
7272,113,5.8,9,4,0,0
4759,110,5.26,6,6,5,0
4862,89,7.93,4,8,5,0
7025,105,7.27,2,7,3,0
7647,130,5.05,1,9,2,1
7161,99,8.3,6,6,3,0
73,123,7.51,4,9,1,0
4901,84,9.28,5,5,1,0
4375,109,8.76,6,9,2,1
6698,83,9.33,6,9,1,0
9805,80,7.76,1,7,2,0
1101,56,5.79,2,10,1,0
9537,115,5.67,4,9,3,1
7655,94,9.0,1,7,0,0
5235,131,5.49,4,2,0,0
5165,114,7.77,2,5,0,0
118,117,5.32,7,2,5,0
2022,120,8.92,5,9,2,1
9885,83,7.35,7,5,0,0
2638,84,8.14,4,10,2,1
2034,115,8.05,10,10,0,1
2564,86,9.21,8,9,5,1
8665,112,7.96,1,10,5,1
3543,83,5.46,10,9,5,0
1219,132,4.7,9,3,1,0
9714,106,6.07,3,10,1,0
6711,121,9.03,8,10,5,1
2903,104,8.0,6,7,0,0
3026,102,6.21,9,1,3,0
2510,107,7.59,6,1,3,0
4201,83,8.65,1,9,2,1
3207,112,9.23,1,3,5,1
4489,100,8.46,4,5,2,0
2755,93,8.05,4,6,2,0
8889,96,6.16,4,3,0,0
177,121,6.15,10,10,1,0
1643,106,6.97,3,9,0,0
9292,76,5.75,9,7,4,0
3518,119,6.63,1,4,5,0
1374,122,8.63,1,8,2,1
1720,107,7.31,5,1,2,0
3995,100,8.38,4,7,1,0
3688,119,4.91,6,8,0,0
2264,110,7.58,5,7,3,0
87,104,9.39,10,10,4,1
2848,90,5.74,3,10,5,0
8687,120,6.13,6,4,1,0
403,100,9.2,7,2,2,0
9900,114,4.99,3,9,0,0
4077,69,7.9,3,4,0,0
6835,82,7.18,2,9,3,0
6537,110,8.85,10,3,4,0
2456,91,5.98,2,9,4,0
2751,123,7.18,10,1,1,0
2214,92,7.53,1,3,0,0
1027,101,5.42,10,2,2,0
9703,100,9.7,8,3,2,0
1421,116,7.93,7,5,0,0
2436,98,9.46,4,7,0,0
4277,85,5.26,2,8,4,0
9609,107,10.04,10,9,4,1
1278,102,5.44,3,10,4,0
6220,117,10.09,7,2,2,1
4907,82,8.66,3,8,2,1
5064,111,6.22,4,10,4,1
1978,88,9.63,4,10,3,1
1061,57,5.97,2,7,0,0
5014,101,8.54,9,2,2,0
4535,90,6.91,5,3,1,0
6993,116,5.58,8,8,3,1
9253,80,8.93,8,1,1,0
1502,87,8.89,6,8,2,1
8568,106,8.25,4,1,0,0
9314,98,8.44,9,8,4,1
8836,91,9.63,6,10,1,0
8920,125,8.07,10,1,0,0
4918,120,8.58,8,3,4,1
678,114,7.56,2,9,3,1
5076,100,6.35,4,1,5,0
8064,86,7.59,2,1,4,0
7568,117,5.76,1,5,0,0
102,94,8.54,2,2,5,0
957,106,7.22,2,7,4,0
8556,94,6.43,2,6,5,0
3785,91,8.52,7,4,1,0
9630,130,5.7,10,10,3,1
7173,109,7.8,3,4,3,0
4043,104,7.08,1,9,2,0
2648,100,4.74,8,8,2,0
6000,83,9.58,1,4,5,0
7927,102,5.89,2,2,5,0
2826,118,6.52,4,6,0,0
4094,118,6.26,10,9,0,0
7774,112,5.92,1,6,4,0
9258,141,5.51,4,6,0,0
8113,80,5.55,7,10,5,0
4772,109,7.88,7,2,0,0
1947,99,9.52,1,1,0,0
6109,89,8.63,6,2,0,0
2299,77,6.42,4,4,2,0
7844,123,9.68,9,8,3,1
4382,89,7.96,4,6,5,0
5425,109,6.38,4,7,1,0
6771,100,9.24,4,3,2,0
8578,66,9.93,7,10,0,0
4291,93,9.3,7,5,3,0
528,103,9.83,10,5,5,0
1233,138,9.5,8,4,4,1
779,109,7.79,7,4,1,0
5859,90,5.53,9,3,5,0
3059,94,8.29,6,7,3,0
8587,67,5.01,1,1,4,0
1860,97,8.78,2,7,0,0
8438,99,8.8,3,5,1,0
7403,97,5.4,7,1,5,0
4639,57,9.39,1,8,4,1
4250,116,10.1,5,9,0,1
1992,117,9.29,8,7,5,1
7379,105,6.25,5,4,2,0
7305,54,9.84,2,4,4,0
5303,108,8.5,1,8,2,1
8192,98,6.05,9,8,1,0
7447,92,7.59,6,8,2,0
2471,135,9.48,9,6,3,1
7197,98,8.97,1,2,1,0
5312,87,7.44,4,2,5,0
9035,105,6.42,4,9,4,0
1396,79,8.37,3,1,5,0
4002,100,7.45,5,1,4,0
5371,83,8.75,4,3,1,0
3235,102,5.62,7,10,0,0
1042,116,7.0,6,1,4,0
3298,82,7.29,9,6,3,0
7256,98,5.56,3,4,4,0
257,89,6.72,5,7,3,0
7286,116,5.88,8,2,0,0
8616,77,6.68,8,2,0,0
7816,91,9.16,4,9,1,0
5843,68,7.2,3,9,0,0
2089,121,7.71,1,8,3,1
7702,90,5.9,6,8,1,0
503,108,6.94,1,8,1,0
5265,87,6.01,1,5,3,0
8814,104,5.66,6,9,2,0
1345,77,8.94,3,10,5,1
8455,110,8.85,2,10,3,1
5046,68,6.54,9,10,0,0
2248,97,9.02,4,8,0,0
4981,113,10.21,8,6,1,0
372,121,7.61,9,7,1,0
8454,83,8.06,6,10,4,1
3370,98,7.75,5,2,2,0
2006,100,5.63,5,6,4,0
3656,100,9.89,7,7,5,0
8327,96,6.0,9,7,0,0
7521,76,5.32,7,1,3,0
4001,99,6.37,8,2,3,0
6072,102,7.39,4,8,0,0
8736,103,6.8,4,3,5,0
997,109,9.74,9,9,0,0
8179,96,5.72,10,7,5,0
3290,121,8.04,7,7,2,1
1176,74,6.95,9,5,3,0
551,97,6.95,10,2,1,0
744,107,5.6,3,8,1,0
7223,146,5.12,4,7,5,0
4554,98,9.74,6,4,3,0
2859,102,8.94,5,3,4,0
8820,105,9.2,5,2,4,0
3459,82,6.46,10,3,1,0
2724,129,6.4,7,5,5,0
6847,107,8.66,6,10,0,0
7615,83,6.07,4,4,5,0
7547,85,6.37,8,8,0,0
9174,116,7.72,1,8,1,0
6393,90,8.87,2,2,0,0
5358,72,7.01,1,4,3,0
9488,92,8.53,5,10,4,1
2968,72,8.14,9,4,4,0
693,109,6.43,3,9,4,0
2533,86,7.58,8,3,0,0
6399,78,6.38,3,5,3,0
982,85,7.64,10,10,3,0
5364,97,8.48,2,3,4,0
79,70,8.5,2,5,0,0
4053,102,7.32,10,7,5,0
6258,84,8.7,2,4,4,0
9576,75,8.6,6,3,5,0
9025,110,7.03,9,8,3,0
3107,108,7.77,1,2,2,0
3601,89,7.0,5,2,3,0
6073,106,6.65,9,9,2,0
8126,113,8.83,1,9,0,1
2142,102,5.83,10,6,4,0
6310,97,6.49,1,4,3,0
2268,92,9.09,4,4,3,0
445,110,7.54,6,6,5,0
4883,107,5.28,3,9,2,0
4466,112,9.65,7,9,3,1
9026,93,5.6,10,1,5,0
6632,94,8.69,2,5,0,0
3316,99,8.09,1,10,2,1
1701,107,8.98,7,1,3,0
2526,106,6.42,6,5,4,0
68,105,6.22,4,10,4,0
1168,108,9.62,9,6,1,0
48,105,5.11,10,8,0,0
1053,103,8.42,5,10,1,0
4029,112,6.94,10,9,1,0
880,137,9.78,4,10,3,1
2651,122,7.94,5,10,0,0
7759,80,5.51,4,9,4,0
2439,75,7.18,2,8,0,0
4924,106,5.95,9,6,1,0
1467,105,6.31,7,2,2,0
7292,90,7.17,10,2,2,0
5035,135,8.54,6,1,2,1
2441,120,5.25,9,8,0,0
6554,95,8.48,9,7,2,0
230,89,8.95,7,8,1,0
1320,100,5.44,7,2,3,0
41,102,6.39,10,6,5,0
777,96,9.52,5,2,0,0
8950,103,5.03,8,9,4,0
8404,120,4.87,1,6,2,0
1729,127,5.1,1,9,0,0
3910,78,5.5,8,1,2,0
579,117,5.83,2,6,1,0
9941,127,6.5,8,5,5,0
5839,91,7.37,3,8,3,0
8271,115,7.96,7,5,1,0
7275,89,9.44,2,6,2,0
1491,138,4.92,9,4,1,0
9109,106,7.31,1,10,2,0
5610,109,4.82,5,7,1,0
61,97,6.17,7,4,3,0
5471,105,9.03,4,7,1,0
3905,95,8.47,3,9,3,1
6531,106,6.06,3,5,0,0
402,100,7.19,9,5,2,0
332,101,9.89,1,1,1,0
2084,91,7.51,5,7,5,0
9557,111,8.84,5,6,1,0
164,114,6.75,10,3,3,0
4379,88,9.46,10,1,0,0
2715,68,8.98,4,6,2,0
8923,98,5.53,1,3,0,0
7346,87,6.58,8,3,4,0
5453,83,10.21,2,7,3,0
7046,100,7.45,3,4,4,0
1334,102,7.82,1,5,1,0
8698,98,8.22,9,3,2,0
1659,117,6.42,5,5,3,0
3578,87,7.27,3,2,4,0
753,115,5.67,4,10,2,1
6584,123,6.13,9,2,0,0
706,80,6.95,8,9,4,0
3014,91,4.68,8,4,0,0
8558,98,7.1,9,6,3,0
9875,99,8.94,7,6,1,0
9582,77,9.23,1,8,2,1
8928,84,8.84,5,2,0,0
9556,77,6.86,6,1,4,0
8983,112,7.97,7,8,3,1
1834,90,5.42,2,4,5,0
2996,103,8.95,4,4,5,0
5427,99,7.7,7,8,4,0
3879,97,5.54,5,3,5,0
7156,117,6.86,7,10,3,1
5081,102,6.88,4,1,4,0
9114,100,10.14,1,2,5,0
7244,110,8.72,9,7,5,0
5400,82,8.34,6,3,0,0
5395,112,9.72,1,8,2,1
9427,90,8.01,7,1,3,0
2246,86,7.15,5,4,0,0
835,103,5.56,10,7,1,0
8394,87,6.32,4,4,2,0
9042,106,8.72,6,6,5,0
432,95,6.19,7,7,5,0
3378,107,9.65,5,10,1,0
6817,77,5.96,8,9,3,0
8131,108,8.26,7,4,0,0
9621,92,7.43,3,10,5,0
6066,87,7.35,7,9,4,0
1193,104,6.71,2,3,4,0
6934,113,7.59,6,7,3,0
5461,109,8.63,2,6,4,0
3071,125,7.49,7,5,5,0
3044,110,5.16,7,7,5,0
3263,117,6.51,5,1,3,0
2729,92,8.93,8,10,1,0
3433,98,5.57,5,2,2,0
433,110,6.26,2,6,1,0
3272,113,7.09,8,3,2,0
7001,73,9.12,7,9,2,1
9726,100,7.77,1,2,1,0
104,97,6.31,4,9,4,0
3315,106,8.68,6,4,3,0
1656,102,10.22,1,2,5,0
1533,97,9.09,6,2,5,0
4680,96,7.93,4,4,2,0
8813,110,6.44,5,4,0,0
9002,107,7.03,7,3,4,0
6622,105,8.27,8,5,1,0
1443,80,7.76,2,10,2,0
214,95,7.77,3,10,2,0
5356,75,8.85,9,8,3,1
9218,86,7.83,6,1,3,0
6322,94,7.04,3,10,0,0
4989,135,9.28,9,1,1,0
1419,107,6.66,5,7,3,0
9516,127,9.55,2,2,4,1
8606,78,8.6,8,5,5,0
181,87,7.64,10,2,2,0
4352,96,6.35,7,5,3,0
8700,123,7.98,2,1,0,0
2446,104,5.63,10,7,1,0
5321,82,5.47,2,8,4,0
8045,111,7.29,8,6,0,0
5684,91,8.89,9,10,1,0
3532,98,8.63,10,8,5,1
8244,89,8.79,8,4,5,0
7976,85,6.12,9,1,2,0
3698,113,8.62,5,1,3,1
70,105,9.12,1,2,1,0
544,62,6.04,7,7,3,0
1204,100,8.51,3,9,3,1
3078,103,7.8,1,6,5,0
9106,111,5.51,8,9,0,0
9120,67,9.03,7,9,4,1
9680,94,6.66,6,6,0,0
6180,114,9.65,2,2,1,0
8329,98,6.51,8,4,5,0
4284,88,8.28,6,9,5,1
4007,90,6.66,1,1,5,0
8713,95,9.07,8,7,2,0
877,103,8.32,8,2,5,0
8060,101,9.44,4,2,1,0
196,86,7.22,4,10,4,0
9746,98,10.22,3,6,1,0
4010,100,5.42,1,7,4,0
9962,110,9.37,9,8,1,0
2571,78,4.98,10,4,2,0
3753,93,6.05,3,8,1,0
9247,85,6.88,3,5,3,0
8628,109,6.23,2,7,0,0
9368,114,7.38,7,10,1,0
6159,76,9.56,6,10,0,0
4791,94,7.3,5,10,0,0
5337,87,6.33,10,3,3,0
3024,71,8.11,6,3,0,0
2718,91,6.31,4,6,4,0
8655,82,9.49,1,6,2,0
6916,83,5.07,9,2,2,0
3984,103,6.68,5,4,1,0
7308,84,4.72,10,3,0,0
5953,112,8.1,4,7,5,1
3844,124,7.91,10,6,1,0
2682,95,5.24,10,4,5,0
4024,89,9.25,2,4,3,0
8715,108,7.46,5,6,1,0
3139,95,8.76,4,10,5,1
4237,94,9.92,7,7,4,0
218,92,6.81,8,9,1,0
6618,78,8.5,2,9,3,1
9606,57,9.37,9,5,2,0
5268,79,8.69,7,4,3,0
2543,95,7.19,7,8,4,0
2870,90,7.67,7,5,5,0
1244,90,7.52,3,5,2,0
420,130,8.81,10,8,2,1
6227,105,8.39,5,6,4,0
2058,103,8.08,4,9,0,0
8493,91,5.54,6,1,0,0
6434,102,8.35,4,2,2,0
3422,106,6.21,3,4,1,0
4510,82,8.39,10,6,5,0
1166,120,6.77,3,3,3,0
254,77,6.7,8,7,3,0
415,88,8.39,1,1,4,0
9175,94,6.16,1,10,1,0
3469,96,8.3,7,9,4,1
3050,79,6.62,4,10,2,0
759,110,8.9,3,6,4,0
1385,104,7.5,2,3,2,0
654,138,7.51,3,5,2,0
1201,93,7.06,6,8,2,0
2413,86,7.83,6,7,0,0
5579,100,7.93,3,6,4,0
5993,107,9.32,4,4,0,0
5294,119,6.69,2,10,2,1
3055,87,5.85,1,2,5,0
2830,74,5.59,9,9,5,0
2970,71,8.7,4,8,4,1
328,109,8.81,2,4,0,0
4270,98,9.35,8,7,3,0
5994,112,7.36,1,2,1,0
4392,104,6.08,6,8,0,0
2063,98,5.17,8,4,2,0
8301,92,7.22,2,1,0,0
9013,102,8.85,5,3,3,0
9329,109,8.97,9,5,2,0
5169,83,6.99,1,3,5,0
4429,92,5.97,6,1,3,0
1281,97,9.9,1,7,4,0
3381,117,8.84,4,9,5,1
2636,102,8.51,8,2,2,0
3328,83,8.31,9,7,0,0
6436,79,7.67,4,3,3,0
5018,102,5.99,1,4,3,0
7324,107,5.11,10,7,5,0
3795,95,8.34,8,5,1,0
2663,85,9.94,8,8,4,1
8282,112,9.88,6,4,2,1
1282,110,10.38,4,10,0,0
4148,92,6.82,4,6,3,0
1362,101,7.55,2,10,2,0
1437,124,6.73,5,4,2,0
9628,87,8.81,10,7,3,0
3441,90,6.0,4,9,1,0
56,87,8.7,2,5,3,0
4597,119,5.56,4,10,5,1
8479,79,9.35,7,3,2,0
5365,77,5.78,5,9,1,0
1844,102,5.33,10,8,0,0
5515,77,5.67,7,2,0,0
8573,118,7.08,9,5,4,0
6263,104,9.53,5,9,2,1
2880,66,5.37,3,10,2,0
1743,117,8.8,9,6,2,1
8398,110,7.78,6,2,3,0
4169,89,8.29,5,10,5,1
5197,94,4.84,4,3,5,0
8993,72,6.64,6,5,3,0
740,72,5.74,9,7,3,0
9066,86,8.08,2,3,0,0
1624,128,6.21,3,6,0,0
524,88,5.13,3,1,0,0
7999,131,6.98,10,6,4,0
4419,66,5.9,8,9,1,0
5426,114,7.4,5,8,3,1
6689,89,9.04,5,4,0,0
7382,95,5.08,1,4,5,0
435,101,8.52,7,10,0,0
2960,87,9.71,2,2,3,0
308,108,5.62,8,7,5,0
1565,95,9.16,2,9,5,1
2631,106,7.12,5,7,1,0
5597,95,8.79,8,1,2,0
9477,123,6.49,9,5,4,0
401,91,8.01,2,4,3,0
3826,82,5.86,5,6,0,0
881,92,5.46,8,8,4,0
3997,95,5.77,5,4,5,0
7118,87,7.25,3,5,1,0
3265,129,5.24,10,7,3,0
8406,130,6.27,3,1,4,0
5009,97,5.34,8,3,0,0
5736,108,5.2,5,5,3,0
5554,99,9.06,4,8,0,0
288,104,9.58,3,5,0,0
5564,100,8.67,10,4,4,0
8324,100,9.12,3,2,5,0
2623,121,8.9,7,1,5,1
8859,72,9.33,10,9,2,1
476,108,5.93,9,10,2,0
8591,75,9.47,2,3,1,0
9713,95,6.73,7,8,5,0
6522,94,8.69,3,2,5,0
3111,95,9.85,9,10,5,1
9470,106,8.67,3,8,4,1
737,114,6.45,2,6,0,0
3133,122,6.38,3,4,4,0
8047,89,9.0,3,8,4,1
6551,117,5.59,5,6,0,0
5407,117,9.25,3,10,2,1
5563,111,7.99,5,2,2,0
5328,107,9.11,6,4,4,0
6718,126,7.06,5,3,5,0
5118,76,5.12,3,9,4,0
4619,98,6.26,3,9,1,0
3689,97,7.45,2,10,4,0
7716,89,7.97,3,5,2,0
1839,96,7.11,5,2,1,0
1995,116,8.13,10,1,5,1
2399,101,8.5,5,2,0,0
6510,123,8.67,2,10,2,1
9356,109,6.03,5,2,1,0
4119,84,8.23,8,4,3,0
5894,106,5.27,5,2,1,0
800,114,6.55,5,10,3,1
8423,86,6.26,9,10,0,0
7680,107,9.76,5,9,1,0
1405,88,9.22,3,5,1,0
5431,90,4.95,4,9,3,0
69,90,7.61,2,7,2,0
9543,91,6.83,6,8,4,0
2759,109,4.9,10,10,4,0
8294,113,9.92,7,4,2,1
1586,102,9.41,7,9,0,0
6666,81,8.65,8,8,4,1
8014,94,7.85,4,3,4,0
1074,114,8.08,8,3,3,1
3063,92,9.05,2,10,3,1
6487,78,6.33,8,8,5,0
4705,98,8.31,6,8,2,1
9069,110,8.25,3,2,4,0
2603,82,7.98,1,3,5,0
7738,103,9.3,2,6,3,0
1579,87,9.03,1,4,4,0
5058,97,5.61,8,6,3,0
5753,79,5.29,8,4,4,0
3548,83,5.52,7,3,1,0
409,107,8.36,7,8,5,1
4097,91,5.67,3,7,3,0
6461,80,6.07,1,6,5,0
5601,98,8.55,7,2,5,0
5231,107,7.31,8,10,2,0
3777,81,10.17,1,8,3,1
2726,115,9.47,3,3,4,1
477,104,8.7,9,10,1,0
1329,108,7.37,8,5,5,0
4035,114,7.61,8,4,2,0
9642,103,7.02,5,5,5,0
1777,99,7.3,5,1,3,0
6096,82,9.25,4,2,4,0
751,79,8.83,5,4,0,0
5792,104,5.56,7,9,0,0
4060,111,9.05,1,8,3,1
9041,104,9.16,7,1,4,0
6030,75,6.76,2,4,5,0
5898,100,9.09,4,8,4,1
9338,100,8.28,8,3,3,0
9160,91,8.77,9,1,1,0
9996,70,9.34,7,7,2,0
5151,87,6.3,8,2,1,0
468,92,9.37,6,5,3,0
1545,107,9.12,6,8,0,0
6311,118,5.41,2,5,1,0
2683,110,7.83,3,7,4,0
8966,94,6.8,3,5,1,0
6181,95,8.59,10,4,5,0
1025,106,6.31,10,1,0,0
5112,99,5.54,3,9,2,0
8562,113,7.38,9,5,3,0
5368,92,7.46,10,4,2,0
2354,118,5.58,7,7,0,0
7278,98,6.05,2,4,4,0
3602,130,6.48,2,1,0,0
773,114,9.07,5,3,5,1
6773,82,7.85,7,8,2,0
8809,111,6.03,9,8,3,1
3382,103,8.31,5,7,3,0
641,125,7.71,5,5,1,0
4233,107,5.46,9,8,4,0
3815,73,6.9,10,3,4,0
4104,99,8.68,6,3,3,0
9925,92,5.82,4,10,5,0
1108,90,7.23,3,5,2,0
3527,131,8.04,8,7,0,0
3495,129,6.91,7,1,4,0
1420,108,4.91,1,8,4,0
6923,89,6.1,6,6,5,0
3881,102,5.09,1,8,1,0
8353,111,8.43,5,2,3,1
6245,107,8.57,3,7,3,0
4938,114,5.42,5,9,3,1
6798,95,9.08,7,3,5,0
7812,102,9.49,5,10,4,1
1680,106,6.11,4,1,5,0
6715,106,8.17,7,2,2,0
633,93,5.85,9,7,2,0
2569,96,8.01,1,2,0,0
7359,129,5.38,2,3,5,0
2166,87,8.71,3,7,4,0
8169,98,7.08,9,10,3,0
8845,88,7.0,4,1,3,0
2825,125,6.97,5,10,5,1
4087,101,8.05,9,6,1,0
6243,113,7.35,10,4,3,0
8364,113,5.99,6,10,5,1
3941,118,7.74,8,1,3,0
9179,93,8.53,3,4,4,0
8075,102,9.51,5,6,5,0
9195,77,9.46,9,7,4,0
4128,88,5.68,8,7,4,0
1172,101,6.04,10,7,1,0
8668,105,8.15,6,4,2,0
4222,99,8.02,4,2,3,0
4834,71,9.99,6,5,4,0
2576,121,5.38,7,4,5,0
1989,106,8.34,7,9,4,1
6973,117,9.87,2,10,0,1
5836,71,7.87,5,2,2,0
4532,107,7.74,9,3,5,0
3209,106,4.9,3,1,3,0
3855,97,7.26,9,1,4,0
2628,93,9.82,2,5,4,0
7803,102,5.4,7,8,2,0
1410,119,6.88,9,2,2,0
8257,103,9.6,7,2,2,0
7386,95,8.25,5,2,2,0
4303,110,8.72,7,9,3,1
6750,113,5.42,2,7,5,0
6555,78,9.4,10,3,0,0
815,77,5.9,10,6,5,0
2404,125,8.52,1,2,2,1
5397,110,8.3,3,3,1,0
9956,105,5.76,1,10,5,0
2131,100,9.01,8,9,5,1
1797,88,6.9,10,6,0,0
3090,72,5.46,2,6,3,0
4184,92,8.41,3,10,4,1
4564,111,8.17,1,2,0,0
5030,81,7.74,4,7,4,0
8048,80,5.3,2,10,3,0
122,121,6.74,7,5,5,0
179,140,9.11,2,3,5,1
9250,87,8.35,6,7,3,0
8095,139,8.29,9,2,1,0
6429,93,8.05,9,1,3,0
9737,92,6.71,7,3,4,0
4992,98,7.24,9,3,2,0
1157,133,6.54,8,2,1,0
9003,70,8.38,8,3,0,0
1532,104,7.63,5,5,2,0
8992,97,5.41,6,5,2,0
7859,108,9.81,2,6,3,0
9110,127,6.07,2,6,0,0
1535,76,9.3,9,6,0,0
9259,96,9.96,8,8,2,1
5517,109,5.47,6,3,5,0
2605,97,8.91,10,2,4,0
6127,122,7.62,3,4,5,0
9141,97,6.18,8,9,5,0
7458,90,8.75,4,5,3,0
2177,102,8.78,5,6,2,0
7990,118,6.44,7,3,1,0
2351,109,8.75,8,7,0,0
9177,91,8.89,1,7,3,0
3502,100,4.84,4,4,0,0
2134,94,10.03,10,5,0,0
1480,110,5.33,9,5,2,0
2793,86,8.77,5,6,4,0
4843,97,6.85,2,4,3,0
9780,93,9.73,2,3,2,0
9934,100,6.02,6,1,5,0
4762,110,9.42,2,2,1,0
7191,100,8.47,5,8,2,1
6041,118,7.56,9,8,2,1
9636,98,7.1,5,8,2,0
3445,82,10.23,3,10,0,0
8149,91,6.74,6,1,0,0
7765,99,8.76,6,2,1,0
3620,79,4.92,6,8,4,0
